title;version;path;method;descriptionEndpoint;summaryEndpoint;currentPath;fieldName;required;descriptionField;minLength;maxLength;type;example;exampleModel;format;pattern
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.data[0].brand;brand;SIM;Nome da marca reportada pelo participante do Open Insurance;;80;string;;;;
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.data[0].companies[0].companyName;companyName;SIM;Nome da sociedade pertencente à marca;;200;string;;;;
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.data[0].companies[0].cnpjNumber;cnpjNumber;SIM;CNPJ da sociedade pertencente à marca;;;string;12345678901234;;;^\d{14}$
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.data[0].companies[0].policies[0];policies;SIM;policyId - Identificador da apólice;;60;string;42;;;
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.links.self;self;NÃO;URL da página atualmente requisitada;;;string;https://api.organizacao.com.br/open-insurance/insurance-rural/v1/insurance-rural;;;^(https:\/\/)(.*?)(\/open-insurance\/insurance-rural\/v\d+)(\/insurance-rural.*)?$
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.links.first;first;NÃO;URL da primeira página de registros;;;string;https://api.organizacao.com.br/open-insurance/insurance-rural/v1/insurance-rural;;;^(https:\/\/)(.*?)(\/open-insurance\/insurance-rural\/v\d+)(\/insurance-rural.*)?$
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.links.prev;prev;NÃO;URL da página anterior de registros;;;string;https://api.organizacao.com.br/open-insurance/insurance-rural/v1/insurance-rural;;;^(https:\/\/)(.*?)(\/open-insurance\/insurance-rural\/v\d+)(\/insurance-rural.*)?$
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.links.next;next;NÃO;URL da próxima página de registros;;;string;https://api.organizacao.com.br/open-insurance/insurance-rural/v1/insurance-rural;;;^(https:\/\/)(.*?)(\/open-insurance\/insurance-rural\/v\d+)(\/insurance-rural.*)?$
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.links.last;last;NÃO;URL da última página de registros;;;string;https://api.organizacao.com.br/open-insurance/insurance-rural/v1/insurance-rural;;;^(https:\/\/)(.*?)(\/open-insurance\/insurance-rural\/v\d+)(\/insurance-rural.*)?$
API InsuranceRural - Open Insurance Brasil;1.3.0;/insurance-rural;get - 200;Método para obter a lista de identificação de InsuranceRural;Obtem a lista de identificação de InsuranceRural;.meta.totalRecords;totalRecords;SIM;Total de registros encontrados;;;integer;10;;;
